,dhlabid,urn,title,authors,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genre,literaryform,doctype,ocr_creator,ocr_timestamp,genres
19940,700002522.0,URN:NBN:no-nb_dhlab_700002522,Årsrapport og Riksrevisjonens beretning ( . pdf ),,,,,,2021-04-23 00:00:00,2021.0,Kulturdepartementet / Kulturtanken - Den kulturelle skolesekken / KULTURTANKEN - DEN KULTURELLE SKOLESEKKEN NORGE / Kultur- og likestillingsdepartementet / KUD,no,,,Årsrapport,Årsrapport,kudos,kudos,2022-06-08 23:03:00,
19947,700025860.0,URN:NBN:no-nb_dhlab_700025860,Utkast til revidert instruks for Eksfin - til tildelingsbrevet for 2022,,,,,,2022-11-08 00:00:00,2022.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Eksportfinansiering Norge ( Eksfin ) / Eksfin / EKSPORTFINANSIERING NORGE / GIEK / Eksportkreditt Norge",no,,,Instruks,Instruks,kudos,kudos,2022-12-14 13:00:22,
19988,700007904.0,URN:NBN:no-nb_dhlab_700007904,Årsrapport,,,,,,2019-03-06 00:00:00,2019.0,"Standard Norge / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",en,,,Årsrapport,Årsrapport,kudos,kudos,2022-06-08 23:18:44,
19994,700023938.0,URN:NBN:no-nb_dhlab_700023938,Årsrapport og Riksrevisjonens beretning ( . pdf ),,,,,,2022-05-31 00:00:00,2022.0,Nidaros Domkirkes Restaureringsarbeider / Kultur- og likestillingsdepartementet / KUD,no,,,Årsrapport,Årsrapport,kudos,kudos,2022-10-06 21:04:18,
20007,700014002.0,URN:NBN:no-nb_dhlab_700014002,Tildelingsbrev ( . pdf ),,,,,,2015-03-18 00:00:00,2015.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD / Kulturtanken - Den kulturelle skolesekken / KULTURTANKEN - DEN KULTURELLE SKOLESEKKEN NORGE,no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 23:08:03,
20012,700018735.0,URN:NBN:no-nb_dhlab_700018735,Prop . 25 S ( 2015–2016 ) : Endringer i statsbudsjettet 2015 under Kulturdepartementet,,,,,,2015-11-20 11:45:00,2015.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 11:28:25,
20021,700010501.0,URN:NBN:no-nb_dhlab_700010501,NHDs årsrapport 2004 ( . pdf - 229 kB ),,,,,,2005-06-15 00:00:00,2005.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
20023,700008295.0,URN:NBN:no-nb_dhlab_700008295,Tildelingsbrev,,,,,,2019-12-17 00:00:00,2019.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Justervesenet",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 21:57:05,
20029,700015752.0,URN:NBN:no-nb_dhlab_700015752,Tildelingsbrev ( . pdf ),,,,,,2016-02-15 00:00:00,2016.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD / Nidaros Domkirkes Restaureringsarbeider,no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 21:50:48,
20056,700000931.0,URN:NBN:no-nb_dhlab_700000931,Tildelingsbrev,,,,,,2017-01-02 00:00:00,2017.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Havforskningsinstituttet / Nasjonalt institutt for ernærings- og sjømatforskning / NIFES / Nasjonalt institutt for ernærings- og sjømatforskning NIFES",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 23:35:29,
20061,700004139.0,URN:NBN:no-nb_dhlab_700004139,Hva gjør terroren med oss som sivilsamfunn ?,,,,,,2011-08-24 00:00:00,2011.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
20093,700022792.0,URN:NBN:no-nb_dhlab_700022792,St.meld . nr. 10 ( 2001-2002 ) : Teknologirådet,,,,,,2002-03-08 09:16:18,2002.0,"Nærings- og handelsdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",nn,,,Melding til Stortinget,Melding til Stortinget,kudos,kudos,2022-10-24 11:01:38,
20097,700009896.0,URN:NBN:no-nb_dhlab_700009896,Organisasjonslandskap i endring 2009–2019 : Fra ideologisk samfunnsendring til individuell utfoldelse ?,"Senter for forskning på sivilsamfunn og frivillig sektor / Arnesen , Daniel / Sivesind , Karl Henrik",,,9788277636467,,2020-02-24 20:11:19,2020.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Kartlegging,Rapport,kudos,kudos,2022-10-07 20:11:19,
20109,700022028.0,URN:NBN:no-nb_dhlab_700022028,St.prp . nr. 4 ( 2007-2008 ) : Sendetid i lokalradio,,,,,,2007-11-09 11:45:00,2007.0,Kultur- og kirkedepartementet / Kultur- og likestillingsdepartementet / KUD,nn,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 12:10:47,
20111,700025359.0,URN:NBN:no-nb_dhlab_700025359,Meld . St . 8 ( 2022–2023 ) : Menneskerettar for personar med utviklingshemming,,,,,,2022-11-04 11:45:00,2022.0,Kultur- og likestillingsdepartementet / KUD,nn-NO,,,Melding til Stortinget,Melding til Stortinget,kudos,kudos,2023-02-01 11:04:58,
20125,700012610.0,URN:NBN:no-nb_dhlab_700012610,"Handlingsplan for kultur i Nordområdene "" Mulighetenes landsdel """,,,,,,2009-09-09 00:00:00,2009.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Ukategorisert,Plan/strategi,kudos,kudos,2022-10-06 14:08:02,
20130,700009710.0,URN:NBN:no-nb_dhlab_700009710,Tildelingsbrev,,,,,,2015-12-23 00:00:00,2015.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Brønnøysundregistrene",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 21:48:55,
20148,700021372.0,URN:NBN:no-nb_dhlab_700021372,Tildelingsbrev,,,,,,2021-12-28 00:00:00,2021.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Brønnøysundregistrene",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 23:09:42,
20172,700003097.0,URN:NBN:no-nb_dhlab_700003097,Tildelingsbrev ( . pdf ),,,,,,2015-02-03 00:00:00,2015.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD / Norsk filminstitutt / NFI,no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 22:48:12,
20189,700021687.0,URN:NBN:no-nb_dhlab_700021687,St.meld . nr. 43 ( 2004-2005 ) : Nordisk samarbeid,,,,,,2005-09-02 11:45:00,2005.0,"Fiskeri- og kystdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Melding til Stortinget,Melding til Stortinget,kudos,kudos,2023-02-01 12:13:29,
20203,700017330.0,URN:NBN:no-nb_dhlab_700017330,Prop . 71 LS ( 2020–2021 ) : Endringer i EØS-vareloven ( gjensidig godkjenning av varer ) mv. og samtykke til godkjenning av EØS-komiteens beslutning nr. 105 / 2020 14. juli 2020 om innlemmelse av forordning ( EU ) 2019 / 515 i EØS-avtalen,,,,,,2021-01-08 11:45:00,2021.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 11:08:09,
20204,700000871.0,URN:NBN:no-nb_dhlab_700000871,Møre,,,,,,2016-04-07 00:00:00,2016.0,Kulturdepartementet / Kirkerådet og bispedømmerådene / Kultur- og likestillingsdepartementet / KUD,no,,,Ukategorisert,uspesifisert,kudos,kudos,2022-10-06 14:08:02,
20206,700000424.0,URN:NBN:no-nb_dhlab_700000424,Tillegg til tildelingsbrev for 2020 - Alminnelig garantiordning,,,,,,2020-06-22 00:00:00,2020.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / GIEK",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 22:16:31,
20213,700017834.0,URN:NBN:no-nb_dhlab_700017834,Prop . 1 S ( 2019–2020 ),,,,,,2019-10-07 10:00:00,2019.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 11:14:28,
20249,700023905.0,URN:NBN:no-nb_dhlab_700023905,Årsmelding,,,,,,2022-04-08 00:00:00,2022.0,"Kystverket / Kystverket hovedkontoret / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Årsrapport,Årsrapport,kudos,kudos,2022-10-06 21:04:18,
20252,700011817.0,URN:NBN:no-nb_dhlab_700011817,Oppdragsbrev,,,,,,2019-02-05 00:00:00,2019.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Institutt for energiteknikk",no,,,Ukategorisert,Oppdragsbrev,kudos,kudos,2022-10-06 14:08:02,
